no;wealth;quintile;agechild;bord;agemother;ed;rural;region;reg;PSU;weight;male;zscore;zscore1
337;1.51442;e;39;2;33;c;0;4;d;601;2.788502;1;2.92;8.92
338;0.14591;d;41;4;28;b;1;1;a;65;0.500616;1;-0.76;5.24
339;0.10131;d;38;9;32;b;1;6;f;760;0.30668;0;-2.43;3.57
340;-1.43566;a;3;1;17;a;1;1;a;123;1.513454;1;3.52;9.52
341;0.35192;d;59;2;19;b;0;3;c;454;0.889991;1;-4.01;1.99
342;-0.32602;c;48;2;22;a;0;2;b;255;0.325601;1;-2.19;3.81
343;-1.22934;a;4;1;20;a;1;2;b;288;0.380603;0;0.94;6.94
344;-0.3577;c;27;1;17;c;0;3;c;398;1.249717;0;3.03;9.03
345;1.29365;e;31;6;33;a;0;3;c;455;0.467844;0;-3.73;2.27
346;0.33199;d;39;4;24;a;0;3;c;352;1.372976;1;-5.39;0.61
347;-1.2096;a;4;7;32;a;1;2;b;262;0.794163;0;-0.17;5.83
348;-0.65923;b;6;4;25;b;1;1;a;57;0.625052;1;-1.49;4.51
349;-1.33798;a;15;7;42;a;1;2;b;271;0.85094;1;-0.34;5.66
350;1.11233;e;49;1;29;c;0;5;e;745;0.856256;0;-0.86;5.14
351;1.70008;e;19;4;30;c;0;6;f;747;0.419418;1;-2.92;3.08
352;0.73007;d;0;5;24;a;0;2;b;225;1.572481;0;-0.72;5.28
353;-0.02928;c;54;2;31;b;0;6;f;873;0.767462;0;-1.39;4.61
354;0.79319;d;17;1;25;c;0;6;f;756;0.355704;1;-3.53;2.47
355;0.57984;d;32;2;25;c;1;1;a;53;0.445978;0;-1.37;4.63
356;-0.90889;b;14;8;31;a;1;3;c;314;1.251531;1;-1.27;4.73
357;1.31156;e;22;1;20;c;0;1;a;68;0.98265;0;0.04;6.04
358;-0.34394;c;33;7;32;b;1;5;e;624;1.378477;0;-3.28;2.72
359;-1.1202;a;50;5;38;b;1;1;a;156;0.868574;1;-2.16;3.84
360;-0.01339;c;38;1;20;c;0;6;f;851;0.547682;0;-3.13;2.87
361;-1.47283;a;44;4;18;a;1;3;c;472;0.809387;0;-4.69;1.31
362;0.62562;d;1;4;25;a;0;1;a;120;1.820731;0;2.61;8.61
363;-1.58728;a;59;4;35;b;1;2;b;185;1.079536;1;-2.34;3.66
364;-0.33939;c;36;1;20;b;1;5;e;679;0.72372;1;-1.87;4.13
365;-0.71863;b;10;12;45;a;1;3;c;486;1.610639;1;-4.41;1.59
366;-0.45558;c;39;1;22;c;0;1;a;124;0.8132;0;1.24;7.24
367;0.45011;d;38;1;17;a;0;3;c;454;0.889991;0;-3.84;2.16
368;-0.84752;b;45;7;31;a;1;3;c;388;0.844056;1;-2.18;3.82
369;-0.3653;c;34;1;15;b;0;2;b;285;0.360978;1;1.81;7.81
370;-1.35389;a;39;6;36;a;1;2;b;258;0.358026;0;0.53;6.53
371;-0.42779;c;54;2;23;a;1;2;b;262;0.794163;0;-1.24;4.76
372;-0.17973;c;16;1;21;c;1;1;a;116;0.540901;0;-1.11;4.89
373;0.25558;d;44;5;38;a;1;1;a;106;0.933655;0;-1.11;4.89
374;-0.90393;b;16;3;33;a;1;2;b;260;0.507841;1;-2.21;3.79
375;0.09424;c;12;2;21;b;1;5;e;605;0.831005;1;-1.78;4.22
376;1.74857;e;10;2;31;c;0;6;f;795;1.18245;1;1.47;7.47
377;0.79647;d;23;6;36;c;0;6;f;873;0.767462;1;-3.12;2.88
378;-0.91552;b;17;5;28;a;1;2;b;253;0.434634;0;-4.32;1.68
379;-1.34483;a;27;10;47;b;1;2;b;288;0.380603;1;-2.86;3.14
380;-0.34287;c;54;3;22;b;1;1;a;62;0.316868;1;-1.94;4.06
381;0.1648;d;59;1;20;a;1;1;a;101;1.301123;1;0.4;6.4
382;-0.80046;b;55;3;25;a;1;2;b;288;0.380603;1;-3.03;2.97
383;-0.84259;b;20;6;28;a;1;2;b;237;0.400851;1;-3.89;2.11
384;-0.80262;b;38;1;19;a;1;3;c;306;0.55481;1;-4.05;1.95
385;0.53425;d;1;3;23;c;1;4;d;591;0.894004;0;1.58;7.58
386;0.22228;d;59;6;29;b;0;4;d;548;1.480652;1;-1.77;4.23
387;0.57476;d;33;3;22;b;1;5;e;635;0.177096;1;-1.06;4.94
388;-0.56555;c;21;6;32;b;1;3;c;329;2.212935;0;-0.78;5.22
389;1.18247;e;40;7;31;b;0;6;f;885;2.254121;1;-1.87;4.13
390;-0.99997;b;3;8;30;a;0;2;b;283;0.753626;1;2.48;8.48
391;-0.69672;b;35;6;43;c;1;1;a;99;0.414016;0;0.56;6.56
392;0.00028;c;20;4;32;b;0;5;e;714;0.929656;1;0.32;6.32
393;-0.75883;b;38;3;17;a;1;3;c;410;1.246553;0;-2.64;3.36
394;1.65135;e;51;3;39;b;0;6;f;886;1.169617;0;-0.4;5.6
395;1.47353;e;7;4;29;a;0;3;c;348;1.227142;1;-2.55;3.45
396;-0.74138;b;51;2;22;a;1;2;b;209;1.39747;1;-3.2;2.8
397;-0.4224;c;37;4;23;a;1;1;a;118;2.024284;1;-4.86;1.14
398;0.80639;d;3;3;35;b;0;6;f;770;0.826841;0;1.68;7.68
399;-1.01811;b;24;8;35;a;1;2;b;239;0.62875;0;-2.29;3.71
400;-0.87339;b;35;3;20;b;1;3;c;341;1.085586;1;-4.35;1.65
401;-0.22201;c;16;1;19;b;1;1;a;105;0.659183;1;-0.37;5.63
402;-0.534;c;26;2;36;a;1;5;e;668;0.605606;0;-1.5;4.5
403;-0.96098;b;8;1;17;a;1;3;c;462;0.711753;0;0.47;6.47
404;-0.51982;c;25;5;23;a;1;3;c;424;1.754282;0;-5.6;0.4
405;1.06952;e;55;4;38;c;1;5;e;721;1.424304;1;-0.77;5.23
406;-1.29678;a;54;5;31;a;1;2;b;260;0.507841;1;-1.86;4.14
407;2.02518;e;7;3;35;c;0;1;a;61;0.823976;0;1.31;7.31
408;0.75067;d;11;2;22;c;0;2;b;242;0.702237;0;1.98;7.98
409;1.57652;e;41;2;23;c;0;2;b;278;0.733045;0;-0.58;5.42
410;-1.00898;b;38;2;22;a;1;3;c;439;1.502484;1;-3.7;2.3
411;1.30693;e;29;2;27;c;0;6;f;804;0.77764;0;2.45;8.45
412;0.2624;d;5;4;29;a;0;5;e;632;0.176165;1;-2.11;3.89
413;1.09426;e;39;1;22;c;0;1;a;56;1.745228;0;-3.77;2.23
414;0.54446;d;8;5;30;c;0;6;f;833;0.950694;0;0.44;6.44
415;-0.01634;c;51;4;33;b;1;6;f;820;1.570452;1;0.75;6.75
416;-1.39496;a;48;1;17;a;1;3;c;469;1.081609;0;-2.52;3.48
417;-0.68738;b;4;3;26;a;0;1;a;80;0.517425;0;-2.24;3.76
418;0.3917;d;2;1;17;b;0;3;c;413;0.600198;0;-2.09;3.91
419;-0.00982;c;15;5;33;a;1;1;a;128;1.07526;1;0.39;6.39
420;-0.97529;b;53;4;23;a;1;3;c;448;1.670362;0;-3.32;2.68
421;0.29785;d;4;8;36;c;0;2;b;305;1.249253;1;-1.91;4.09
422;0.13586;d;20;2;21;c;0;2;b;276;0.778376;1;-3.47;2.53
423;-0.6062;b;16;11;44;b;1;2;b;181;0.560313;0;-1.65;4.35
424;0.14127;d;58;3;24;c;1;5;e;667;0.410078;1;-1.52;4.48
425;0.10783;d;3;6;36;b;1;5;e;654;0.620547;1;-1.19;4.81
426;0.15785;d;26;5;28;c;0;3;c;423;1.33742;1;-2.51;3.49
427;-1.17593;a;18;2;24;a;1;2;b;272;0.301616;0;-1.31;4.69
428;0.43608;d;31;5;32;a;1;2;b;169;0.483374;1;-2.52;3.48
429;-0.34543;c;23;4;23;b;1;5;e;620;0.84442;0;-0.06;5.94
430;-1.6065;a;25;2;17;a;1;3;c;433;0.6376;1;-3.49;2.51
431;-1.53172;a;12;12;41;a;1;2;b;248;0.387131;0;-3.88;2.12
432;0.04932;c;45;3;22;a;1;1;a;94;0.470965;0;-2.58;3.42
433;-1.02578;b;36;13;42;a;1;3;c;475;0.870182;0;-4.39;1.61
434;-1.57105;a;14;11;37;a;1;3;c;411;1.071647;0;-3.77;2.23
435;0.00521;c;49;1;20;a;1;6;f;845;1.092964;1;-2.51;3.49
436;-1.1381;a;40;4;24;a;1;3;c;314;1.251531;0;-3.45;2.55
437;1.47779;e;15;1;26;c;0;6;f;803;1.569836;0;0.36;6.36
438;-0.37989;c;42;3;17;b;0;4;d;593;1.930091;1;-1.78;4.22
439;1.25668;e;43;3;29;c;0;4;d;489;0.32082;1;-1.26;4.74
440;0.4354;d;47;5;31;b;1;5;e;665;2.113418;1;2.99;8.99
441;-0.68852;b;48;1;16;a;1;3;c;445;1.107078;1;-2.17;3.83
442;-1.20372;a;34;1;18;a;1;3;c;409;1.074038;0;-4.91;1.09
443;1.68411;e;26;4;36;c;1;6;f;836;1.308623;0;1.17;7.17
444;0.82159;d;19;3;22;c;1;4;d;538;1.670827;1;-1.97;4.03
445;0.27692;d;40;2;17;a;0;2;b;172;0.933154;0;-2.59;3.41
446;-0.26917;c;55;4;22;a;0;3;c;454;0.889991;1;-1.88;4.12
447;-1.1069;a;13;5;29;b;0;4;d;593;1.930091;1;-1.4;4.6
448;0.60737;d;16;5;32;c;0;4;d;571;0.543349;0;2.87;8.87
449;-0.64924;b;11;3;18;a;1;2;b;261;0.676279;0;-2.33;3.67
450;0.96685;e;3;5;29;c;1;2;b;196;0.62176;1;2.63;8.63
451;1.06429;e;24;3;25;c;0;6;f;878;1.046771;0;-2.45;3.55
452;0.37464;d;3;2;20;c;0;3;c;398;1.249717;1;-0.84;5.16
453;-1.43654;a;13;4;24;a;1;3;c;316;1.052639;1;-2.87;3.13
454;0.2675;d;59;1;35;a;0;3;c;365;2.06615;0;0;6
455;-1.55311;a;39;7;29;a;1;3;c;371;1.756006;1;-4.77;1.23
456;0.54928;d;10;6;33;b;1;5;e;712;0.221091;0;0.99;6.99
457;1.37864;e;56;1;21;c;0;5;e;689;0.850047;0;-0.12;5.88
458;-0.61588;b;45;4;24;b;1;2;b;274;0.39609;1;-1.96;4.04
459;1.47432;e;48;2;34;c;0;4;d;563;0.337311;1;0.65;6.65
460;-0.2858;c;33;8;38;b;0;6;f;765;0.44334;0;-4.58;1.42
461;0.44927;d;14;4;39;c;0;1;a;125;0.895549;0;-5.68;0.32
462;-1.57031;a;55;8;33;a;1;3;c;451;0.871227;1;-1.95;4.05
463;0.8381;d;51;4;22;a;1;3;c;317;0.854115;0;-1.9;4.1
464;-1.47777;a;58;7;40;a;1;2;b;289;0.738121;1;-0.7;5.3
465;0.25341;d;49;9;36;a;1;3;c;486;1.610639;0;-0.24;5.76
466;-1.27711;a;6;7;30;c;1;3;c;437;1.592934;1;-5.47;0.53
467;-0.85189;b;23;4;33;a;1;1;a;54;0.283933;0;-2.38;3.62
468;-0.25619;c;46;5;21;a;1;3;c;343;1.912802;0;-3.17;2.83
469;0.19809;d;3;1;25;a;1;2;b;219;1.109012;1;0.28;6.28
470;1.18555;e;48;3;30;c;0;5;e;697;0.62981;1;-1.26;4.74
471;-1.15817;a;27;1;17;a;1;3;c;328;1.28625;1;-1.68;4.32
472;-1.07689;a;25;1;18;b;1;2;b;185;1.079536;1;-1.46;4.54
473;-1.28389;a;23;1;21;b;1;1;a;164;0.859908;0;-1.99;4.01
474;0.89431;e;50;1;26;c;0;1;a;81;0.201983;1;-0.5;5.5
475;-0.20453;c;19;4;22;a;1;2;b;180;0.448353;1;-3.83;2.17
476;-1.16726;a;46;9;42;a;1;3;c;464;0.850911;0;1.37;7.37
477;0.19867;d;8;6;38;b;1;4;d;500;0.815769;0;1.13;7.13
478;-1.08156;a;9;2;19;a;1;3;c;472;0.809387;1;-5.51;0.49
479;-1.03174;b;14;12;43;a;1;3;c;310;0.88437;0;1.7;7.7
480;-0.92858;b;12;2;21;a;1;3;c;470;1.011095;0;-1.66;4.34
481;-0.98196;b;40;9;31;a;1;3;c;323;0.68715;0;-3.64;2.36
482;0.25095;d;36;4;23;a;1;5;e;654;0.620547;0;-1.55;4.45
483;-0.10901;c;49;1;20;b;0;6;f;768;0.348385;0;-1.69;4.31
484;1.43625;e;56;3;24;c;0;6;f;878;1.046771;1;-0.16;5.84
485;-1.56687;a;7;8;29;a;1;3;c;467;0.975204;1;-2.86;3.14
486;-0.24615;c;9;1;17;b;0;1;a;75;0.327585;1;-1.56;4.44
487;1.18282;e;58;1;24;c;0;6;f;766;0.269328;0;-1.73;4.27
488;0.51444;d;52;1;26;c;0;2;b;279;0.411805;1;-1.22;4.78
489;0.50638;d;51;4;26;c;0;5;e;705;0.460843;1;-2.12;3.88
490;-0.73301;b;24;3;18;a;1;2;b;207;1.036056;0;3.91;9.91
491;-1.27945;a;53;9;35;b;0;4;d;593;1.930091;0;-2.1;3.9
492;-1.39865;a;25;6;26;a;1;3;c;318;0.761887;0;-1.24;4.76
493;-0.01361;c;49;3;22;a;1;3;c;314;1.251531;0;-4;2
494;-1.60497;a;14;3;27;a;1;3;c;381;0.897696;1;-2.36;3.64
495;0.94246;e;23;2;37;c;1;4;d;511;0.665914;1;0.25;6.25
496;1.59257;e;51;2;28;c;1;5;e;696;0.888233;1;-0.2;5.8
497;-0.68607;b;55;1;25;a;0;4;d;517;0.48823;0;-5.8;0.2
498;1.04674;e;26;7;32;c;1;5;e;687;0.536755;0;1.95;7.95
499;1.43665;e;36;3;32;c;0;6;f;877;0.641981;0;0.19;6.19
500;-0.7253;b;26;11;45;a;0;4;d;572;0.695314;0;-1.07;4.93
501;-0.03464;c;42;4;26;b;1;2;b;263;0.316136;0;-3.34;2.66
502;0.79355;d;12;1;18;c;1;2;b;210;0.852002;0;-0.51;5.49
503;0.72709;d;7;2;26;b;0;6;f;783;1.251573;0;-0.73;5.27
504;0.20741;d;21;4;23;a;0;2;b;283;0.753626;0;-1.14;4.86
505;-0.5436;c;42;6;30;a;1;3;c;430;0.677025;0;-1.94;4.06
506;-0.41505;c;21;2;18;a;1;3;c;446;0.393026;0;-3.29;2.71
507;-1.40749;a;27;5;31;a;1;2;b;202;1.019512;1;-2.32;3.68
508;-0.99952;b;20;4;28;a;1;2;b;195;0.508234;1;-0.64;5.36
509;0.97924;e;29;3;26;c;0;6;f;848;1.715678;1;-2.68;3.32
510;0.85883;e;59;7;33;c;1;5;e;649;0.423744;0;1.12;7.12
511;-0.36476;c;36;8;39;a;0;4;d;547;1.199131;0;0.48;6.48
512;0.5401;d;18;1;18;c;1;1;a;50;1.42752;1;1.28;7.28
513;2.07365;e;18;1;27;c;0;1;a;40;0.630417;1;0.14;6.14
514;0.17735;d;49;4;26;a;0;3;c;440;1.546261;1;0.55;6.55
515;-1.06398;b;33;3;21;a;1;2;b;261;0.676279;0;-1.81;4.19
516;1.45675;e;43;4;28;c;1;5;e;696;0.888233;1;0.65;6.65
517;-1.12506;a;50;5;23;a;1;3;c;391;2.223461;1;-1.76;4.24
518;-1.59253;a;40;5;22;a;1;3;c;433;0.6376;1;-2.3;3.7
519;0.40708;d;4;3;25;a;0;1;a;16;1.350789;0;-1.2;4.8
520;-1.42914;a;13;4;24;a;1;3;c;414;1.515494;0;4.68;10.68
521;-0.75805;b;58;2;20;b;1;6;f;840;0.376273;0;-4.5;1.5
522;0.15322;d;17;1;18;c;0;4;d;579;1.438057;1;-1.96;4.04
523;0.64383;d;36;9;37;b;1;5;e;629;0.058297;1;-0.76;5.24
524;-0.50651;c;10;8;37;b;0;4;d;566;0.42147;0;2.92;8.92
525;-1.07716;a;25;2;18;a;1;2;b;272;0.301616;0;-4.95;1.05
526;-1.03128;b;52;6;27;a;1;2;b;180;0.448353;1;-4.06;1.94
527;-1.05724;b;25;7;27;b;1;2;b;274;0.39609;0;-3.02;2.98
528;0.8163;d;48;1;22;c;0;3;c;350;1.644711;1;-0.86;5.14
529;-1.13188;a;14;6;37;a;0;3;c;471;1.473325;0;-3.18;2.82
530;-1.16748;a;49;4;32;b;1;1;a;156;0.868574;1;-0.13;5.87
531;-0.96485;b;37;10;42;a;1;2;b;170;0.924437;1;-2.27;3.73
532;-0.16997;c;28;6;33;a;1;2;b;275;0.901706;0;-4.34;1.66
533;-0.47541;c;47;3;22;a;1;2;b;263;0.316136;0;-3.31;2.69
534;-0.89662;b;7;3;26;a;0;5;e;682;0.278545;1;-0.4;5.6
535;-1.00962;b;50;1;15;a;1;3;c;410;1.246553;0;-2.46;3.54
536;-1.06874;a;20;12;43;a;1;3;c;487;1.56096;0;-2.88;3.12
537;-1.4276;a;0;7;28;a;1;3;c;418;0.555114;1;-1.26;4.74
538;-0.44124;c;28;4;21;a;1;2;b;189;1.0597;0;-1.09;4.91
539;0.68287;d;4;1;14;b;0;5;e;736;2.087809;1;-1.28;4.72
540;1.30366;e;20;1;23;c;0;5;e;700;1.380559;1;4.82;10.82
541;-1.64559;a;36;3;25;a;1;3;c;483;0.706504;1;-5.86;0.14
542;-1.38218;a;15;6;28;a;1;2;b;206;0.923644;1;-3.82;2.18
543;0.28021;d;38;5;27;b;0;3;c;366;2.72708;0;-1.01;4.99
544;0.88642;e;42;2;26;b;0;6;f;809;1.807975;0;0.88;6.88
545;-1.28507;a;14;2;18;a;1;2;b;298;0.804829;0;-4.22;1.78
546;-0.41829;c;11;5;22;a;1;1;a;20;1.057184;0;1.6;7.6
547;0.73861;d;16;2;39;c;0;6;f;764;0.266528;0;1.52;7.52
548;1.43632;e;30;2;35;c;0;4;d;599;1.901013;1;-1.11;4.89
549;0.06784;c;45;1;17;a;0;2;b;222;1.173895;1;1.91;7.91
550;-0.56862;c;28;5;27;b;1;1;a;128;1.07526;0;-5.64;0.36
551;-0.72287;b;21;2;22;c;1;6;f;896;0.31023;1;-3.31;2.69
552;0.98625;e;41;8;41;a;0;6;f;813;1.474708;1;0.7;6.7
553;-1.51137;a;41;3;21;a;1;3;c;466;0.862378;1;-2.83;3.17
554;-1.03774;b;54;5;30;a;1;2;b;282;1.017309;0;-4.67;1.33
555;-1.02682;b;13;6;34;a;0;3;c;447;0.894149;0;-1.55;4.45
556;-0.11486;c;5;3;25;b;1;5;e;723;0.950674;1;-0.25;5.75
557;-0.74431;b;40;6;40;b;1;5;e;673;2.38738;0;-4.59;1.41
558;-0.2918;c;41;1;22;a;1;3;c;417;0.703464;1;-1.6;4.4
559;-1.25815;a;47;7;35;a;1;2;b;184;0.754335;0;-1.37;4.63
560;0.35364;d;56;7;31;a;0;3;c;455;0.467844;0;-2.7;3.3
561;-1.32275;a;0;1;16;a;1;3;c;396;1.300458;0;1.35;7.35
562;-0.83838;b;13;2;19;a;1;3;c;342;1.522932;0;-5.72;0.28
563;0.782;d;15;2;22;c;0;3;c;347;1.213001;1;0.92;6.92
564;0.28571;d;8;1;16;b;1;5;e;709;0.554617;1;-1.66;4.34
565;-1.08525;a;28;12;40;a;1;1;a;12;2.208131;1;-4.42;1.58
566;-1.34517;a;19;11;39;a;1;3;c;450;0.884218;1;-5.21;0.79
567;1.50563;e;12;3;27;c;0;4;d;515;0.46556;1;-0.14;5.86
568;-1.17522;a;30;5;27;a;1;3;c;372;1.59029;0;0.06;6.06
569;-0.49846;c;27;4;31;a;1;6;f;821;2.495897;0;-0.23;5.77
570;1.57278;e;39;3;26;c;0;3;c;368;0.847177;0;0.12;6.12
571;-0.34547;c;49;4;21;a;1;1;a;126;1.628303;1;-0.1;5.9
572;0.28754;d;4;6;35;c;1;5;e;626;0.571854;0;0.41;6.41
573;0.44903;d;10;8;28;a;1;6;f;827;1.329337;0;-0.72;5.28
574;-0.10394;c;7;1;16;b;1;6;f;814;0.747434;0;1;7
575;-1.18057;a;59;8;41;a;1;3;c;444;1.16128;0;-0.8;5.2
576;-0.80262;b;7;2;22;a;1;3;c;306;0.55481;0;-0.77;5.23
577;-0.03658;c;16;2;23;a;0;6;f;782;1.536283;1;-1.54;4.46
578;-0.05987;c;8;4;27;a;1;5;e;611;0.479672;1;0.79;6.79
579;0.84191;d;51;6;31;b;0;2;b;190;1.203186;0;-2.58;3.42
580;0.65751;d;1;2;29;c;1;6;f;821;2.495897;0;1.82;7.82
581;-0.55781;c;24;3;27;b;0;4;d;599;1.901013;0;-3.45;2.55
582;0.61705;d;24;3;23;b;1;6;f;863;0.440905;0;1.44;7.44
583;-0.89641;b;14;7;39;a;1;2;b;253;0.434634;0;-0.96;5.04
584;0.75553;d;16;6;42;b;1;5;e;715;0.557159;1;-1.85;4.15
585;-0.73729;b;56;4;24;a;1;2;b;229;1.369453;1;1.23;7.23
586;-0.13499;c;4;1;20;b;1;2;b;198;0.702097;0;0.13;6.13
587;-1.26863;a;40;2;18;a;1;3;c;479;1.032816;0;-2.13;3.87
588;0.71593;d;22;2;24;b;1;5;e;631;0.154409;0;1.18;7.18
589;1.0611;e;2;1;25;c;0;6;f;770;0.826841;1;-0.49;5.51
590;-0.79583;b;13;2;24;b;1;1;a;130;0.575095;0;1.08;7.08
591;-1.1627;a;25;5;25;a;1;3;c;467;0.975204;0;-1.78;4.22
592;0.13197;d;43;1;24;c;0;6;f;870;0.436275;0;-2.95;3.05
593;-1.07772;a;28;4;28;a;1;2;b;269;0.459114;0;-1.22;4.78
594;-0.16517;c;1;3;22;b;1;1;a;6;0.999866;0;0.73;6.73
595;-0.61999;b;17;7;31;b;0;6;f;755;0.28048;1;-1.28;4.72
596;0.39222;d;30;5;42;b;0;6;f;752;0.282318;1;-1.42;4.58
597;-0.96059;b;36;3;20;a;1;3;c;315;0.814804;1;-0.69;5.31
598;0.54049;d;31;7;36;b;1;5;e;686;0.589032;0;1.48;7.48
599;0.14029;d;50;7;32;a;0;5;e;638;0.231012;1;-1.05;4.95
600;0.71718;d;47;3;32;c;0;6;f;750;0.481618;1;-1.02;4.98
601;-0.79537;b;4;3;20;a;1;1;a;118;2.024284;1;-0.58;5.42
602;1.21638;e;26;3;26;c;0;4;d;490;0.380481;0;-0.47;5.53
603;-0.30978;c;5;3;25;c;1;5;e;626;0.571854;1;2.38;8.38
604;0.70144;d;47;7;34;b;1;5;e;680;0.689057;1;-0.38;5.62
605;-0.48193;c;55;9;33;a;1;2;b;198;0.702097;0;-2.89;3.11
606;0.44307;d;22;5;25;b;0;2;b;186;0.382498;1;-3.86;2.14
607;-1.76312;a;24;2;19;a;1;2;b;297;1.642237;0;4;10
608;-1.13537;a;57;4;35;b;1;2;b;173;0.604595;0;0.53;6.53
609;0.08522;c;14;3;25;c;1;1;a;99;0.414016;0;0.8;6.8
610;-0.96106;b;0;4;23;a;1;3;c;449;0.32492;0;-0.73;5.27
611;1.3923;e;17;4;33;c;0;6;f;878;1.046771;1;-4.89;1.11
612;1.15015;e;9;3;27;b;0;4;d;600;0.845425;1;-0.79;5.21
613;-1.11546;a;33;1;15;a;1;1;a;123;1.513454;1;-1.79;4.21
614;-0.55553;c;58;11;36;b;1;5;e;618;0.581217;0;-4.38;1.62
615;-1.3022;a;36;5;31;a;1;3;c;442;1.130829;0;-3.02;2.98
616;0.07765;c;9;6;34;a;1;1;a;111;0.947397;1;-0.33;5.67
617;-1.13544;a;38;5;26;a;1;3;c;415;1.202924;1;-4.27;1.73
618;0.41004;d;52;2;21;c;1;5;e;715;0.557159;0;1.85;7.85
619;0.07021;c;37;4;29;c;0;2;b;186;0.382498;1;2.06;8.06
620;0.66305;d;53;2;23;b;0;6;f;885;2.254121;0;-2.03;3.97
621;-1.11835;a;43;5;29;a;1;3;c;456;0.636329;1;-4.55;1.45
622;-1.01031;b;24;11;35;a;1;2;b;268;0.61671;0;0.19;6.19
623;1.07362;e;23;2;26;c;0;4;d;582;0.978137;1;-1.86;4.14
624;-0.96921;b;59;2;23;a;1;3;c;464;0.850911;0;-2.56;3.44
625;0.42581;d;45;7;30;b;1;5;e;626;0.571854;0;-3.75;2.25
626;-0.73254;b;24;7;33;a;1;1;a;14;2.620703;0;-0.53;5.47
627;-1.14605;a;18;3;27;b;1;1;a;12;2.208131;0;-1.82;4.18
628;-1.23258;a;37;8;33;a;1;2;b;197;1.63187;0;-2.85;3.15
629;-0.83858;b;14;5;24;a;1;2;b;182;0.540369;0;-0.43;5.57
630;-0.17111;c;10;1;22;b;1;1;a;110;0.627793;0;-0.76;5.24
631;-0.93363;b;54;9;36;a;1;3;c;355;0.727678;0;-1.38;4.62
632;0.08218;c;31;5;28;c;1;1;a;104;1.016955;0;-0.87;5.13
633;-0.96379;b;11;5;28;a;1;3;c;382;0.973186;1;-1.12;4.88
634;-1.25623;a;2;6;29;a;1;3;c;435;0.852797;0;0.31;6.31
635;1.2327;e;22;1;26;c;0;6;f;878;1.046771;1;-1.47;4.53
636;-1.51049;a;22;1;23;a;1;2;b;271;0.85094;1;-1.39;4.61
637;0.36328;d;16;2;26;b;0;4;d;533;0.622634;0;-0.16;5.84
638;-1.11717;a;9;8;35;a;1;2;b;270;0.41599;0;-1.96;4.04
639;-1.27304;a;50;7;26;b;1;3;c;403;1.724622;1;-3.61;2.39
640;0.5325;d;11;3;32;c;0;3;c;334;2.250246;1;4.49;10.49
641;-0.79729;b;50;9;34;a;1;2;b;181;0.560313;1;-2.06;3.94
642;-1.34483;a;54;9;45;b;1;2;b;288;0.380603;0;-1.67;4.33
643;0.90382;e;57;1;32;b;0;6;f;888;1.12706;1;-2.89;3.11
644;1.40157;e;24;1;21;c;0;5;e;704;0.733161;1;-1.59;4.41
645;-1.64511;a;2;3;22;a;1;3;c;307;1.876091;0;2.96;8.96
646;1.79775;e;26;2;24;c;0;1;a;40;0.630417;0;0.21;6.21
647;-0.78445;b;59;1;20;a;1;3;c;415;1.202924;1;0.39;6.39
648;-1.07983;a;29;3;28;b;1;1;a;153;0.899968;0;-4.3;1.7
649;0.31567;d;44;5;42;b;0;6;f;858;0.662661;0;-1.78;4.22
650;-1.03996;b;55;6;26;a;1;3;c;450;0.884218;1;-5.91;0.09
651;1.3923;e;47;3;30;c;0;6;f;878;1.046771;1;-2.54;3.46
652;1.10368;e;53;6;37;c;0;1;a;67;0.956471;1;-0.48;5.52
653;-0.97512;b;44;5;35;a;1;2;b;170;0.924437;1;-1.74;4.26
654;1.54631;e;36;5;32;c;0;2;b;241;0.269071;1;1.74;7.74
655;-1.12559;a;39;3;34;a;1;3;c;319;0.916847;0;-4.07;1.93
656;-1.24128;a;19;4;28;a;1;3;c;310;0.88437;1;-1.59;4.41
657;-1.59557;a;48;5;31;a;1;3;c;433;0.6376;0;-4.39;1.61
658;-0.39596;c;17;8;40;b;1;1;a;69;1.278626;1;-0.28;5.72
659;-0.95172;b;40;2;17;a;1;1;a;138;0.828116;0;-2.08;3.92
660;0.74456;d;13;2;29;b;0;5;e;701;0.715807;1;-1.05;4.95
661;2.51001;e;34;3;35;c;0;1;a;30;0.156558;1;-1.99;4.01
662;0.90291;e;10;1;26;c;1;5;e;671;1.756982;1;0.66;6.66
663;-1.26296;a;2;1;20;c;1;2;b;274;0.39609;1;2.15;8.15
664;1.24552;e;13;7;31;b;0;5;e;640;0.267866;1;-2.21;3.79
665;1.26655;e;53;2;27;c;0;4;d;537;1.528341;1;-0.85;5.15
666;-0.96896;b;52;3;24;a;1;6;f;841;0.45451;0;-5.13;0.87
667;-0.99487;b;49;1;21;a;1;2;b;180;0.448353;0;-2.96;3.04
668;0.49461;d;51;2;34;c;1;4;d;584;0.770865;0;-0.38;5.62
669;-0.79855;b;34;1;24;b;0;4;d;593;1.930091;1;-2.38;3.62
670;-0.17475;c;46;10;31;a;1;3;c;421;1.382547;0;-3.77;2.23
671;2.09413;e;7;4;37;c;0;6;f;803;1.569836;0;-0.54;5.46
672;-0.94337;b;15;7;28;a;0;3;c;378;1.61209;1;-0.78;5.22
673;-0.72257;b;13;4;26;a;1;3;c;441;0.517603;0;-0.68;5.32
674;0.54504;d;13;4;23;a;0;2;b;190;1.203186;1;0.14;6.14
